"DownloadUrl","FilePath","FileName","MD5-Hash","IsValidXml","ZefaniaXmlSchemaVersion","ZefaniaBibleName","ZefaniaBibleFreeToEditLicenseType","ZefaniaBibleStatus","ZefaniaBibleVersion","ZefaniaBibleRevision","ZefaniaBibleType","ZefaniaBibleInfoTitle","ZefaniaBibleInfoIdentifier","ZefaniaBibleInfoCoverage","ZefaniaBibleInfoCreator","ZefaniaBibleInfoDate","ZefaniaBibleInfoDescription","ZefaniaBibleInfoFormat","ZefaniaBibleInfoLanguage","ZefaniaBibleInfoPublisher","ZefaniaBibleInfoRights","ZefaniaBibleInfoSources","ZefaniaBibleInfoSubject","ZefaniaBibleInfoType","BibleReJewishedLevel","Warnings"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/King%20James/Revised%20King%20James%20New%20Testament/SF_2009-01-20_ENG_RKJVNT_(REVISED%20KING%20JAMES%20NEW%20TESTAMENT).xml",".\ENG\King James\Revised King James New Testament\SF_2009-01-20_ENG_RKJVNT_(REVISED KING JAMES NEW TESTAMENT).xml","SF_2009-01-20_ENG_RKJVNT_(REVISED KING JAMES NEW TESTAMENT).xml","D489A34E70FBF22309681A3D6935B58E","HasErrors","zef2005.xsd","Revised King James New Testament","None","v","2.0.1.18","0","x-bible","Revised King James New Testament","RKJVNT","provide the bible to the world","Jens Grabner","2009-01-20","
Revised King James New Testament: Preface

In the Revised King James New Testament I've tried to maintain the feel of the
King James Version, frequently using British spellings, and including much of
the KJV syntax and even some antiquated words. I've used the masculine in the
old, gender- inclusive sense. Brackets [ ] enclose some passages that are
generally noted in modern translations as being missing in the best manuscripts.
The RKJ New Testament was developed using various modern translations. I did not
return to the original languages in developing it.

Since one of my goals was to make a modern translation of the New Testament
widely and inexpensively available, I am placing the Revised King James New
Testament into the public domain. I no longer make any copyright claim for it.
You are only answerable to God for how you use it.

Brad Haugaard
    ","Zefania XML Bible Markup Language","ENG","FREE BIBLE SOFTWARE GROUP","",,"holy bible","bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/King%20James/Updated%20King%20James%20Version/SF_2009-01-20_ENG_UKJV_(UPDATED%20KING%20JAMES%20VERSION).xml",".\ENG\King James\Updated King James Version\SF_2009-01-20_ENG_UKJV_(UPDATED KING JAMES VERSION).xml","SF_2009-01-20_ENG_UKJV_(UPDATED KING JAMES VERSION).xml","BD7827A039A9DD6B2F74FADEF70CD2F0","HasErrors","zef2005.xsd","Updated King James Version","None","v","2.0.1.18","0","x-bible","Updated King James Version","UKJV","provide the bible to the world","Jens Grabner","2009-01-20","Contact: updatedkjv@yahoo.com
Current Site: http://www.geocities.com/updatedkjv/index.html","Zefania XML Bible Markup Language","ENG","FREE BIBLE SOFTWARE GROUP","",,"holy bible","bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Leeser%20Old%20Testament/SF_2009-01-20_ENG_LEESER_(LEESER%20OLD%20TESTAMENT).xml",".\ENG\Leeser Old Testament\SF_2009-01-20_ENG_LEESER_(LEESER OLD TESTAMENT).xml","SF_2009-01-20_ENG_LEESER_(LEESER OLD TESTAMENT).xml","753F0ADC25387B70F89BD31C5AF99EB9","HasErrors","zef2005.xsd","Leeser Old Testament","None","v","2.0.1.18","1","x-bible","Leeser Old Testament","LEESER","provide the bible to the world","Jens Grabner","2009-01-20","","Zefania XML Bible Markup Language","ENG","FREE BIBLE SOFTWARE GROUP","",,"holy bible","bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Living%20Oracles%20NT/SF_2009-01-20_ENG_LONT_(LIVING%20ORACLES%20NT).xml",".\ENG\Living Oracles NT\SF_2009-01-20_ENG_LONT_(LIVING ORACLES NT).xml","SF_2009-01-20_ENG_LONT_(LIVING ORACLES NT).xml","45A4CB2D256FCEDF6656EDE250EF0D02","HasErrors","zef2005.xsd","Living Oracles NT","None","v","2.0.1.18","1","x-bible","Living Oracles NT","LONT","provide the Bible to the nations of the world","Jens Grabner","2009-01-20","[Alexander Campbell's Living Oracles,]
The Sacred Writings of the Apostles and Evangelists of Jesus Christ, Commonly Styled the New Testament. 
Translated from the Original Greek.
MDCCCXXXV. 1835","Zefania XML Bible Markup Language","ENG","FREE BIBLE SOFTWARE GROUP","",,"Holy Bible","Bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Montgomery%20New%20Testament/SF_2009-01-20_ENG_MONT_(MONTGOMERY%20NEW%20TESTAMENT).xml",".\ENG\Montgomery New Testament\SF_2009-01-20_ENG_MONT_(MONTGOMERY NEW TESTAMENT).xml","SF_2009-01-20_ENG_MONT_(MONTGOMERY NEW TESTAMENT).xml","306931DFDFB07D1A28A6AF44591AB9ED","HasErrors","zef2005.xsd","Montgomery New Testament","None","v","2.0.1.18","0","x-bible","Montgomery New Testament","MONT","provide the bible to the world","Snake","2009-01-20","Montgomery New Testament (1924) by Helen Barrett Montgomery\par This is the only modem speech translation of the New Testament produced by a woman. Helen Barrett Montgomery's translation is marked by a conversational style, with the text arranged into paragraphs.","Zefania XML Bible Markup Language","ENG","SnowBall","",,"holy bible","bible text nt","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2012-02-07_ENG_NHEB_(NEW%20HEART%20ENGLISH%20BIBLE).xml",".\ENG\New Heart English Bible\SF_2012-02-07_ENG_NHEB_(NEW HEART ENGLISH BIBLE).xml","SF_2012-02-07_ENG_NHEB_(NEW HEART ENGLISH BIBLE).xml","737EE16D320E5A4432215F10FC2B3542","HasErrors","zef2005.xsd","New Heart English Bible","None","v","2.0.1.22","0","x-bible","New Heart English Bible","NHEB","provide the bible to the nations of the world","Mod2Zef (5)","2012-02-07","New Heart English Bible (NHEB) is not copyrighted and is dedicated to the Public Domain by the editors and translators.   You may publish, copy, memorize, translate, quote, and use the New Heart English Bible freely without additional permission.   Wayne A. Mitchell  Sep 22, 2009","Zefania XML Bible Markup Language","ENG","","",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2014-02-26_ENG_NHEBJE_(NEW%20HEART%20ENGLISH%20BIBLE%20-%20JEHOVAH%20EDITION).xml",".\ENG\New Heart English Bible\SF_2014-02-26_ENG_NHEBJE_(NEW HEART ENGLISH BIBLE - JEHOVAH EDITION).xml","SF_2014-02-26_ENG_NHEBJE_(NEW HEART ENGLISH BIBLE - JEHOVAH EDITION).xml","A1D4140D31BBCB040ED9E5DE711B8366","HasErrors","zef2005.xsd","New Heart English Bible - Jehovah Edition","None","v","3.0.0.9.1","0","x-bible","New Heart English Bible - Jehovah Edition","NHEBJE","provide the bible to the nations of the world","Mod2Zef (8)","2014-02-26","New Heart English Bible: Jehovah Edition (NHEB:JE) is not copyrighted and is dedicated to the Public Domain by the editors and translators.   You may publish, copy, memorize, translate, quote, and use the New Heart English Bible freely without additional permission.   Wayne A. Mitchell  Sep 22, 2009","Zefania XML Bible Markup Language","eng","","Public Domain",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2014-02-26_ENG_NHEBME_(NEW%20HEART%20ENGLISH%20BIBLE%20-%20MESSIANIC%20EDITION).xml",".\ENG\New Heart English Bible\SF_2014-02-26_ENG_NHEBME_(NEW HEART ENGLISH BIBLE - MESSIANIC EDITION).xml","SF_2014-02-26_ENG_NHEBME_(NEW HEART ENGLISH BIBLE - MESSIANIC EDITION).xml","A7AAF02BF39CC5BF0135723BAA4D4373","HasErrors","zef2005.xsd","New Heart English Bible - Messianic Edition","None","v","3.0.0.9.1","0","x-bible","New Heart English Bible - Messianic Edition","NHEBME","provide the bible to the nations of the world","Mod2Zef (8)","2014-02-26","New Heart English Bible: Messianic Edition (NHEB:ME) is not copyrighted and is dedicated to the Public Domain by the editors and translators.   You may publish, copy, memorize, translate, quote, and use the New Heart English Bible freely without additional permission.   Wayne A. Mitchell  Mark D. Harness   September 22, 2009  4 Tishri 5770","Zefania XML Bible Markup Language","eng","","Public Domain",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2015-08-15_ENG_NHEB_(NEW%20HEART%20ENGLISH%20BIBLE).xml",".\ENG\New Heart English Bible\SF_2015-08-15_ENG_NHEB_(NEW HEART ENGLISH BIBLE).xml","SF_2015-08-15_ENG_NHEB_(NEW HEART ENGLISH BIBLE).xml","462CEA0A8082B79D9E1385D6A1FD1295","HasErrors","zef2005.xsd","New Heart English Bible","PublicDomainByRightsDeclaration","v","3.0.0.9.1","0","x-bible","New Heart English Bible","NHEB","provide the bible to the nations of the world","VplToZefaniaXML.ps1","2015-08-15","New Heart English Bible. Edited by Wayne A. Mitchell","Zefania XML Bible Markup Language","ENG","","Public Domain 2008-2015 (Update June 11, 2015)",,"bible","text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book number 22 identified as duplicate for book index 21
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book ind..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2015-08-16_ENG_NHEBJE_(NNEW%20HEART%20ENGLISH%20BIBLE%20SPECIAL%20EDITION%20(JEHOVAH)).xml",".\ENG\New Heart English Bible\SF_2015-08-16_ENG_NHEBJE_(NNEW HEART ENGLISH BIBLE SPECIAL EDITION (JEHOVAH)).xml","SF_2015-08-16_ENG_NHEBJE_(NNEW HEART ENGLISH BIBLE SPECIAL EDITION (JEHOVAH)).xml","4438699E0D9E4F0EF3542B129D6971D4","HasErrors","zef2005.xsd","New Heart English Bible JE","PublicDomainByRightsDeclaration","v","3.0.0.9.1","0","x-bible","NNew Heart English Bible Special Edition (Jehovah)","NHEBJE","provide the bible to the nations of the world","VplToZefaniaXML.ps1","2015-08-16","New Heart English Bible Special Edition (Jehovah). Edited by Wayne A. Mitchell.","Zefania XML Bible Markup Language","ENG","","Public Domain 2008-2015 (Update August 15, 2015)",,"bible","text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2015-08-16_ENG_NHEBJM_(NEW%20HEART%20ENGLISH%20BIBLE%20SPECIAL%20EDITION%20(JESUS%20MESSIAH)).xml",".\ENG\New Heart English Bible\SF_2015-08-16_ENG_NHEBJM_(NEW HEART ENGLISH BIBLE SPECIAL EDITION (JESUS MESSIAH)).xml","SF_2015-08-16_ENG_NHEBJM_(NEW HEART ENGLISH BIBLE SPECIAL EDITION (JESUS MESSIAH)).xml","871353983F9A2A11A94722500678B1EE","HasErrors","zef2005.xsd","New Heart English Bible Jesus Messiah","PublicDomainByRightsDeclaration","v","3.0.0.9.1","0","x-bible","New Heart English Bible Jesus Messiah","NHEBJM","provide the bible to the nations of the world","VplToZefaniaXML.ps1","2015-08-16","New Heart English Bible Special Edition (Jesus Messiah). Edited by Wayne A. Mitchell","Zefania XML Bible Markup Language","ENG","","Public Domain 2013-2015 (Update August 15, 2015)",,"bible","text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2015-08-16_ENG_NHEBME_(NEW%20HEART%20ENGLISH%20BIBLE%20ME).xml",".\ENG\New Heart English Bible\SF_2015-08-16_ENG_NHEBME_(NEW HEART ENGLISH BIBLE ME).xml","SF_2015-08-16_ENG_NHEBME_(NEW HEART ENGLISH BIBLE ME).xml","8EDE6E46D8D323F509333248493D1F0F","HasErrors","zef2005.xsd","New Heart English Bible ME","PublicDomainByRightsDeclaration","v","3.0.0.9.3","0","x-bible","New Heart English Bible ME","NHEBME","provide the bible to the nations of the world","VplToZefaniaXML.ps1","2015-08-16","New Heart English Bible: Messianic Edition. Edited by Wayne A. Mitchell","Zefania XML Bible Markup Language","ENG","","Public Domain 2008-2015 (Update August 15, 2015)",,"bible","text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2015-08-16_ENG_NHEBNTAN_(NEW%20HEART%20ENGLISH%20BIBLE%20SPECIAL%20EDITION,%20WITH%20ARAMAIC%20NAMES%20NEW%20TESTAMENT).xml",".\ENG\New Heart English Bible\SF_2015-08-16_ENG_NHEBNTAN_(NEW HEART ENGLISH BIBLE SPECIAL EDITION, WITH ARAMAIC NAMES NEW TESTAMENT).xml","SF_2015-08-16_ENG_NHEBNTAN_(NEW HEART ENGLISH BIBLE SPECIAL EDITION, WITH ARAMAIC NAMES NEW TESTAMENT).xml","F6B5C5B1B736683FC4A3AABD66A633CF","HasErrors","zef2005.xsd","New Heart English Bible","PublicDomainByRightsDeclaration","v","3.0.0.9.1","0","x-bible","New Heart English Bible","NHEBNTAN","provide the bible to the nations of the world","VplToZefaniaXML.ps1","2015-08-16","New Heart English Bible: Special Edition, with Aramaic Names New Testament.","Zefania XML Bible Markup Language","ENG","","Public Domain 2013-2015 (Update August 15, 2015)",,"bible","text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Heart%20English%20Bible/SF_2015-08-16_ENG_NHEBYHWH_(NEW%20HEART%20ENGLISH%20BIBLE%20(YHWH)).xml",".\ENG\New Heart English Bible\SF_2015-08-16_ENG_NHEBYHWH_(NEW HEART ENGLISH BIBLE (YHWH)).xml","SF_2015-08-16_ENG_NHEBYHWH_(NEW HEART ENGLISH BIBLE (YHWH)).xml","D2701E16A645B62D3F77DB2CFAADB62E","HasErrors","zef2005.xsd","New Heart English Bible (YHWH)","PublicDomainByRightsDeclaration","v","3.0.0.9.1","0","x-bible","New Heart English Bible (YHWH)","NHEBYHWH","provide the bible to the nations of the world","VplToZefaniaXML.ps1","2015-08-16","New Heart English Bible Special Edition (YHWH). Edited by Wayne A. Mitchell.","Zefania XML Bible Markup Language","ENG","","Public Domain 2008-2015 (Update August 15, 2015)",,"bible","text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/New%20Simplified%20Bible/SF_2009-01-20_ENG_NSB_(NEW%20SIMPLIFIED%20BIBLE).xml",".\ENG\New Simplified Bible\SF_2009-01-20_ENG_NSB_(NEW SIMPLIFIED BIBLE).xml","SF_2009-01-20_ENG_NSB_(NEW SIMPLIFIED BIBLE).xml","8A8FE70A52547F0DBF00CE9D3453B5AB","HasErrors","zef2005.xsd","New Simplified Bible","None","v","2.0.1.18","0","x-bible","New Simplified Bible","NSB","provide the bible to the world","Jens Grabner","2009-01-20","The New Simplified Bible is not affiliated with any Bible publishing society or religious organization. It is not related to the publishing and preaching work of Jehovah's Witnesses and it is not endorsed by the Watch Tower Society.","Zefania XML Bible Markup Language","ENG","Jim Madsen, NSB","",,"holy bible","Bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Noyes%20Translation/SF_2009-01-20_ENG_NOYES_(NOYES%20TRANSLATION).xml",".\ENG\Noyes Translation\SF_2009-01-20_ENG_NOYES_(NOYES TRANSLATION).xml","SF_2009-01-20_ENG_NOYES_(NOYES TRANSLATION).xml","B31A47D8BC8E44A6A8EF1933CAD11F0B","HasErrors","zef2005.xsd","Noyes Translation","None","v","2.0.1.18","1","x-bible","Noyes Translation","NOYES","provide the bible to the world","Jens Grabner","2009-01-20","","Zefania XML Bible Markup Language","ENG","FREE BIBLE SOFTWARE GROUP","",,"holy bible","bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Open%20English%20Bible%20(Commonwealth%20Spelling)/SF_2014-02-26_ENG_OEBCTH_(OPEN%20ENGLISH%20BIBLE%20(COMMONWEALTH%20SPELLING)).xml",".\ENG\Open English Bible (Commonwealth Spelling)\SF_2014-02-26_ENG_OEBCTH_(OPEN ENGLISH BIBLE (COMMONWEALTH SPELLING)).xml","SF_2014-02-26_ENG_OEBCTH_(OPEN ENGLISH BIBLE (COMMONWEALTH SPELLING)).xml","2AA951479392AC6855DEB2F70B68E485","HasErrors","zef2005.xsd","Open English Bible (Commonwealth Spelling)","None","v","3.0.0.9.1","0","x-bible","Open English Bible (Commonwealth Spelling)","OEBcth","provide the bible to the nations of the world","Mod2Zef (8)","2014-02-26","The Open English Bible is the anticipated end product of a project intended to create an English translation of the Bible that is:   under a licence enabling the maximum reuse, remixing and sharing without requiring the payment of royalties or the obtaining of permission from copyright holders; and a translation reflecting modern English usage and Biblical scholarship.   The OEB is being formed by editing the public domain Twentieth Century New Testament, which was a new translation of the New Testament published in the early twentieth century, based on the Greek text of Westcott and Hort.   As such, the OEB as a translation does not stand within the Tyndale tradition but has a separate tradition in a similar manner to the NIV and New English Bible.    Our website is at http://openenglishbible.org","Zefania XML Bible Markup Language","eng","","Creative Commons: CC0",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Open%20English%20Bible%20(US%20Spelling)/SF_2012-08-08_ENG_OEB_(OPEN%20ENGLISH%20BIBLE%20(US%20SPELLING)).xml",".\ENG\Open English Bible (US Spelling)\SF_2012-08-08_ENG_OEB_(OPEN ENGLISH BIBLE (US SPELLING)).xml","SF_2012-08-08_ENG_OEB_(OPEN ENGLISH BIBLE (US SPELLING)).xml","AACCA6C23B5A10128E48CCE05DE66024","HasErrors","zef2005.xsd","Open English Bible (US Spelling)","None","v","2.0.1.22","0","x-bible","Open English Bible (US Spelling)","OEB","provide the bible to the nations of the world","Mod2Zef (7)","2012-08-08","The Open English Bible is the anticipated end product of a project intended to create an English translation of the Bible that is:   under a licence enabling the maximum reuse, remixing and sharing without requiring the payment of royalties or the obtaining of permission from copyright holders; and a translation reflecting modern English usage and Biblical scholarship.   The OEB is being formed by editing the public domain Twentieth Century New Testament, which was a new translation of the New Testament published in the early twentieth century, based on the Greek text of Westcott and Hort.   As such, the OEB as a translation does not stand within the Tyndale tradition but has a separate tradition in a similar manner to the NIV and New English Bible.    Our website is at http://openenglishbible.org","Zefania XML Bible Markup Language","ENG","","",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Revised%201833%20Webster%20Version/SF_2009-01-20_ENG_RWEBSTER_(REVISED%201833%20WEBSTER%20VERSION).xml",".\ENG\Revised 1833 Webster Version\SF_2009-01-20_ENG_RWEBSTER_(REVISED 1833 WEBSTER VERSION).xml","SF_2009-01-20_ENG_RWEBSTER_(REVISED 1833 WEBSTER VERSION).xml","B36F2E1A92CB0C9D5C1F29B83E59CBEF","HasErrors","zef2005.xsd","Revised 1833 Webster Version","None","v","2.0.1.18","1","x-bible","Revised 1833 Webster Version","RWEBSTER","","Jens Grabner","2009-01-20","
Revised 1833 Webster Version                                 Oct. 95
====================================================================

Scripture quoted by permission. (RWEBSTER) Version is THE REVISED 
WEBSTER VERSION OF THE HOLY BIBLE. This English text is in the Public
Domain.
      ","Zefania XML Bible Markup Language","ENG","","",,"holy bible","bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Revised%201833%20Webster%20Version%20with%20Strongs/SF_2009-01-22_ENG_RWEBSTER_(REVISED%201833%20WEBSTER%20VERSION%20WITH%20STRONGS).xml",".\ENG\Revised 1833 Webster Version with Strongs\SF_2009-01-22_ENG_RWEBSTER_(REVISED 1833 WEBSTER VERSION WITH STRONGS).xml","SF_2009-01-22_ENG_RWEBSTER_(REVISED 1833 WEBSTER VERSION WITH STRONGS).xml","19C9D6EE02628F82BD89FB5BCA149394","HasErrors","zef2005.xsd","Revised 1833 Webster Version with Strongs","None","v","2.0.1.18","1","x-bible","Revised 1833 Webster Version with Strongs","RWEBSTER","","Jens Grabner","2009-01-22","
Revised 1833 Webster Version                                 Oct. 95
====================================================================

Scripture quoted by permission. (RWEBSTER) Version is THE REVISED 
WEBSTER VERSION OF THE HOLY BIBLE. This English text is in the Public
Domain.
      ","Zefania XML Bible Markup Language","ENG","","",,"holy bible","bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Revised%20Standard%20Version/SF_2009-01-22_ENG_RSV_(REVISED%20STANDARD%20VERSION).xml",".\ENG\Revised Standard Version\SF_2009-01-22_ENG_RSV_(REVISED STANDARD VERSION).xml","SF_2009-01-22_ENG_RSV_(REVISED STANDARD VERSION).xml","153628625BCB9B1D8438E5C3D3E8E642","HasErrors","zef2005.xsd","Revised Standard Version","None","v","2.0.1.18","0","x-bible","Revised Standard Version","RSV","provide th bible to the world","ColdHeart","2009-01-22","The Holy Bible, Revised Standard Version 1952 (RSV), the authorized revision of the American Standard Version of 1901","Zefania XML Bible Markup Language","ENG","DarkBibleORG","",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Revised%20Youngs%20Literal%20Translation%20NT/SF_2009-01-22_ENG_RYLT_(REVISED%20YOUNG'S%20LITERAL%20TRANSLATION%20NT).xml",".\ENG\Revised Youngs Literal Translation NT\SF_2009-01-22_ENG_RYLT_(REVISED YOUNG'S LITERAL TRANSLATION NT).xml","SF_2009-01-22_ENG_RYLT_(REVISED YOUNG'S LITERAL TRANSLATION NT).xml","9E6A02DE9AC79C04A63045A347864D94","HasErrors","zef2005.xsd","Revised Young's Literal Translation NT","None","v","2.0.1.18","1","x-bible","Revised Young's Literal Translation NT","RYLT","provide the Bible to the nations of the world","Jens Grabner","2009-01-22","[Revised Young's Literal Translation of the NT by J.N. Young,]
	1862, 1898 (Author of the Young's Analytical Concordance)","Zefania XML Bible Markup Language","ENG","FREE BIBLE SOFTWARE GROUP","",,"Holy Bible","Bible","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
Book name not available for book index 0
Book name not available for book index 1
Book name not available for book index 2
Book name not available for book index 3
Book name ..."
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Rotherham%20Version/SF_2009-01-22_ENG_ROTH_(ROTHERHAM%20VERSION).xml",".\ENG\Rotherham Version\SF_2009-01-22_ENG_ROTH_(ROTHERHAM VERSION).xml","SF_2009-01-22_ENG_ROTH_(ROTHERHAM VERSION).xml","9350AC2FCC170AD22EECDC932EAF8C2E","HasErrors","zef2005.xsd","Rotherham Version","None","v","2.0.1.18","0","x-bible","Rotherham Version","ROTH","provide the bible to the  world","","2009-01-22","The Emphasized Bible by J. B. Rotherham","Zefania XML Bible Markup Language","ENG","FREE BIBLE SOFTWARE GROUP","",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/Samaritan%20Pentateuch%20in%20English/SF_2014-02-26_ENG_SPE_(SAMARITAN%20PENTATEUCH%20IN%20ENGLISH).xml",".\ENG\Samaritan Pentateuch in English\SF_2014-02-26_ENG_SPE_(SAMARITAN PENTATEUCH IN ENGLISH).xml","SF_2014-02-26_ENG_SPE_(SAMARITAN PENTATEUCH IN ENGLISH).xml","34B01B63D1398636CCA668B1AEE232CD","HasErrors","zef2005.xsd","Samaritan Pentateuch in English","None","v","3.0.0.9.1","0","x-bible","Samaritan Pentateuch in English","SPE","provide the bible to the nations of the world","Mod2Zef (8)","2014-02-26","Samaritan Pentateuch in English by Aleksandr Sigalov.  Text is based on the public-domain KJV Bible.","Zefania XML Bible Markup Language","eng","","Copyrighted; Free non-commercial distribution",,"","","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
"https://raw.githubusercontent.com/kohelet-net-admin/zefania-xml-bibles/master/Bibles/ENG/The%20Book%20of%20Mormon/SF_2009-01-23_ENG_BOM_(THE%20BOOK%20OF%20MORMON).xml",".\ENG\The Book of Mormon\SF_2009-01-23_ENG_BOM_(THE BOOK OF MORMON).xml","SF_2009-01-23_ENG_BOM_(THE BOOK OF MORMON).xml","BCFFF3E9A364DB2966C11545E096DD56","HasErrors","zef2005.xsd","The Book of Mormon","None","v","2.0.1.18","0","x-bible","The Book of Mormon","BOM","It is our hope that we can share something that will be of value to you in helping your life become happier and more meaningful.","snoopy","2009-01-23"," The Book of Mormon is another witness that Jesus Christ really lived, that He was and is God’s Son. It contains the writings of ancient prophets. One of these, Lehi, lived in Jerusalem around 600 B.C. God commanded Lehi to lead a small group of people to the American continent. There they became a great civilization.","Zefania XML Bible Markup Language","ENG","Your Organisation","",,"holy bible","bible text","0","Der Typ 'MediaType' ist kein einfacher Typ oder wurde nicht deklariert.
"
